Date,Stock,Güncel Fiyat,Gelecek 3 Aylık %,Gelecek 1 Yıllık %,Gelecek 6 Aylık %,Gelecek 1 Aylık %,Gelecek 1 Haftalık %,Gelecek 1 Günlük %
2021-11-04,DDS,175.58,39.55,55.35,54.74,55.33,-0.0,-0.0
2021-11-04,FTNT,59.6,20.6,-17.57,13.76,5.07,-0.0,-0.0
2021-11-05,GFS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,INFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,BXSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,MNDY,332.91,-7.27,-65.95,-50.32,-17.17,-0.0,-0.0
2021-11-05,MAA,189.22,21.26,-18.05,12.74,9.62,-0.0,-0.0
2021-11-05,CFLT,63.56,19.95,-62.6,-34.57,14.35,-0.0,-0.0
2021-11-05,INDV,2.91,18.56,3.09,28.87,-2.41,-0.0,-0.0
2021-11-05,CPT,149.54,19.49,-20.12,14.75,11.86,-0.0,-0.0
2021-11-05,ACT,21.77,-5.05,1.84,2.39,-2.76,-0.0,-0.0
2021-11-05,GTLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,SGML,8.8,18.3,208.98,76.48,3.07,-0.0,-0.0
2021-11-05,PYCR,36.28,-20.59,-18.52,-16.76,-20.07,-0.0,-0.0
2021-11-05,RYAN,33.51,20.41,21.22,18.59,17.07,-0.0,-0.0
2021-11-05,GLBE,71.06,-10.79,-62.34,-51.76,-20.42,-0.0,-0.0
2021-11-05,NSA,52.84,30.96,-21.31,21.84,17.69,-0.0,-0.0
2021-11-05,IIPR,234.18,12.27,-62.21,-14.56,7.82,-0.0,-0.0
2021-11-05,EXR,168.94,34.21,2.23,24.05,19.26,-0.0,-0.0
2021-11-05,CNM,27.84,8.98,-18.32,-10.34,-4.67,-0.0,-0.0
2021-11-05,WFRD,20.62,34.43,56.6,66.78,32.74,-0.0,-0.0
2021-11-05,DOCN,81.07,-0.91,-55.38,-26.52,3.66,-0.0,-0.0
2021-11-05,AMR,55.62,9.76,146.03,142.43,-17.24,-0.0,-0.0
2021-11-05,CUBE,48.62,17.05,-17.61,9.56,11.76,-0.0,-0.0
2021-11-05,DAVA,140.51,19.51,-42.62,-6.78,-0.35,-0.0,-0.0
2021-11-05,CHRD,99.7,26.37,37.18,50.35,17.37,-0.0,-0.0
2021-11-05,INMD,78.85,-10.49,-63.08,-52.48,-13.68,-0.0,-0.0
2021-11-05,CAR,121.89,70.13,21.8,113.78,114.31,-0.0,-0.0
2021-11-05,S,55.24,-8.6,-53.73,-29.62,-16.31,-0.0,-0.0
2021-11-05,STVN,24.62,-8.81,-31.19,-17.71,-7.88,-0.0,-0.0
2021-11-05,GXO,80.03,13.49,-56.19,-13.51,9.98,-0.0,-0.0
2021-11-05,PSA,297.2,26.03,-1.48,33.42,12.83,-0.0,-0.0
2021-11-05,BTE,2.84,8.8,48.59,55.63,-2.46,-0.0,-0.0
2021-11-05,OVV,33.12,1.75,38.89,66.79,-1.33,-0.0,-0.0
2021-11-05,ORCL,89.74,-2.82,-31.95,-8.61,-1.67,-0.0,-0.0
2021-11-05,RSG,120.73,15.51,12.68,10.37,12.15,-0.0,-0.0
2021-11-05,GOOG,136.46,6.02,-29.54,3.11,4.44,-0.0,-0.0
2021-11-05,SJM,119.69,13.48,14.8,14.89,7.58,-0.0,-0.0
2021-11-05,DDS,175.58,39.55,55.35,54.74,42.83,-0.0,-0.0
2021-11-05,FTNT,59.6,20.6,-17.57,13.76,1.62,-0.0,-0.0
2021-11-05,ASAN,101.87,-26.82,-78.18,-60.73,-34.25,-0.0,-0.0
2021-11-08,SGML,8.8,18.3,208.98,76.48,-1.25,-0.0,-0.0
2021-11-09,SGML,8.8,18.3,208.98,76.48,2.5,-0.0,-0.0
2021-11-10,SGML,8.8,18.3,208.98,76.48,6.14,3.52,-0.0
2021-11-11,No Stocks Captured,,,,,,,
2021-11-12,SGML,8.8,18.3,208.98,76.48,15.0,6.82,-0.0
2021-11-15,SGML,8.8,18.3,208.98,76.48,4.32,13.64,-0.0
2021-11-16,SGML,8.8,18.3,208.98,76.48,5.68,11.7,3.52
2021-11-17,SGML,9.11,14.27,233.04,70.47,7.9,7.03,4.17
2021-11-18,SGML,9.49,9.69,206.01,63.65,6.22,2.74,-0.95
2021-11-19,No Stocks Captured,,,,,,,
2021-11-22,No Stocks Captured,,,,,,,
2021-11-23,No Stocks Captured,,,,,,,
2021-11-24,No Stocks Captured,,,,,,,
2021-11-25,No Stocks Captured,,,,,,,
2021-11-26,No Stocks Captured,,,,,,,
2021-11-29,No Stocks Captured,,,,,,,
2021-11-30,No Stocks Captured,,,,,,,
2021-12-01,No Stocks Captured,,,,,,,
2021-12-02,CHRD,118.42,6.23,24.29,17.28,7.37,3.84,-1.18
2021-12-03,CHRD,117.02,8.37,26.34,21.8,7.67,6.2,5.39
2021-12-06,No Stocks Captured,,,,,,,
2021-12-07,No Stocks Captured,,,,,,,
2021-12-08,No Stocks Captured,,,,,,,
2021-12-09,No Stocks Captured,,,,,,,
2021-12-10,No Stocks Captured,,,,,,,
2021-12-13,No Stocks Captured,,,,,,,
2021-12-14,No Stocks Captured,,,,,,,
2021-12-15,No Stocks Captured,,,,,,,
2021-12-16,No Stocks Captured,,,,,,,
2021-12-17,No Stocks Captured,,,,,,,
2021-12-20,No Stocks Captured,,,,,,,
2021-12-21,No Stocks Captured,,,,,,,
2021-12-22,No Stocks Captured,,,,,,,
2021-12-23,No Stocks Captured,,,,,,,
2021-12-24,No Stocks Captured,,,,,,,
2021-12-27,No Stocks Captured,,,,,,,
2021-12-28,No Stocks Captured,,,,,,,
2021-12-29,No Stocks Captured,,,,,,,
2021-12-30,No Stocks Captured,,,,,,,
2021-12-31,No Stocks Captured,,,,,,,
2022-01-03,BROS,50.91,9.7,-44.63,-34.55,-0.0,-0.0,-0.0
2022-01-04,BROS,50.91,23.3,-44.63,-33.43,-0.0,-0.0,-0.0
2022-01-04,SGML,10.41,32.08,171.09,52.93,-0.0,-0.0,-0.0
2022-01-05,SGML,10.41,26.61,171.09,63.78,-0.0,-0.0,-0.0
2022-01-05,BTE,3.09,46.6,45.95,57.61,-0.0,-0.0,-0.0
2022-01-05,BROS,50.91,21.63,-44.63,-31.68,-0.0,-0.0,-0.0
2022-01-06,SGML,10.41,30.55,171.09,53.12,-0.0,-0.0,-0.0
2022-01-06,BTE,3.09,41.1,45.95,38.51,-0.0,-0.0,-0.0
2022-01-06,CPT,178.68,-6.98,-37.39,-24.66,-0.0,-0.0,-0.0
2022-01-06,EXR,226.73,-9.32,-35.09,-25.96,-0.0,-0.0,-0.0
2022-01-06,BROS,50.91,8.56,-44.63,-28.74,-0.0,-0.0,-0.0
2022-01-07,EXR,226.73,-7.57,-35.09,-23.98,-0.0,-0.0,-0.0
2022-01-07,COKE,619.19,-17.05,-17.25,-10.88,-0.0,-0.0,-0.0
2022-01-07,BTE,3.09,43.04,45.95,52.1,-0.0,-0.0,-0.0
2022-01-07,SGML,10.41,49.18,171.09,54.66,-0.0,-0.0,-0.0
2022-01-07,BROS,50.91,11.63,-44.63,-27.58,-0.0,-0.0,-0.0
2022-01-10,BTE,3.09,43.04,45.95,60.84,-0.0,-0.0,-0.0
2022-01-10,EXR,226.73,-7.57,-35.09,-24.15,-0.0,-0.0,-0.0
2022-01-10,SGML,10.41,49.18,171.09,59.94,-0.0,-0.0,-0.0
2022-01-11,CPT,178.68,-3.96,-37.39,-24.57,-0.0,-0.0,-0.0
2022-01-12,BTE,3.09,43.04,45.95,59.55,-0.0,-0.0,-0.0
2022-01-12,EXR,226.73,-7.57,-35.09,-24.6,-0.0,-0.0,-0.0
2022-01-12,PFE,59.05,-12.67,-13.23,-13.73,-0.0,-0.0,-0.0
2022-01-12,SGML,10.41,49.18,171.09,49.66,-0.0,-0.0,-0.0
2022-01-13,BTE,3.09,43.04,45.95,57.61,-0.0,-0.0,-0.0
2022-01-13,SGML,10.41,49.18,171.09,47.93,-0.0,-0.0,-0.0
2022-01-14,SGML,10.41,49.18,171.09,41.98,-0.0,-0.0,-0.0
2022-01-14,EXR,226.73,-7.57,-35.09,-23.09,-0.0,-0.0,-0.0
2022-01-14,CPT,178.68,-3.96,-37.39,-23.85,-0.0,-0.0,-0.0
2022-01-14,PFE,59.05,-12.67,-13.23,-11.41,-0.0,-0.0,-0.0
2022-01-14,CRVL,208.0,-16.41,-30.13,-27.25,-0.0,-0.0,-0.0
2022-01-14,BTE,3.09,43.04,45.95,59.55,-0.0,-0.0,-0.0
2022-01-17,No Stocks Captured,,,,,,,
2022-01-18,No Stocks Captured,,,,,,,
2022-01-19,BTE,3.09,43.04,45.95,59.55,29.45,-0.0,-0.0
2022-01-19,SGML,10.41,49.18,171.09,41.98,-1.54,-0.0,-0.0
2022-01-20,BTE,3.09,43.04,45.95,59.55,28.16,-0.0,-0.0
2022-01-21,BTE,3.09,43.04,45.95,59.55,23.62,-0.0,-0.0
2022-01-24,SGML,10.41,49.18,171.09,41.98,-7.11,-0.0,-0.0
2022-01-24,BTE,3.09,43.04,45.95,59.55,23.62,-0.0,-0.0
2022-01-25,SGML,10.41,49.18,171.09,41.98,-5.57,-0.0,-0.0
2022-01-25,BTE,3.09,43.04,45.95,59.55,24.27,-0.0,-0.0
2022-01-26,BTE,3.09,43.04,45.95,59.55,25.89,-0.0,-0.0
2022-01-26,SGML,10.41,49.18,171.09,41.98,-8.55,-0.0,-0.0
2022-01-27,SGML,10.41,49.18,171.09,41.98,-5.48,-0.0,-0.0
2022-01-27,BTE,3.09,43.04,45.95,59.55,26.21,-0.0,-0.0
2022-01-28,PLD,168.36,-1.52,-33.04,-28.71,-11.83,-0.0,-0.0
2022-01-28,NGG,72.32,6.5,-16.59,-8.78,2.61,-0.0,-0.0
2022-01-28,AMR,61.05,120.87,139.79,104.54,55.14,-0.0,-0.0
2022-01-28,SGML,10.41,49.18,171.09,41.98,0.77,-0.0,-0.0
2022-01-28,BTE,3.09,43.04,45.95,59.55,44.98,-0.0,-0.0
2022-01-31,SGML,10.41,49.18,171.09,41.98,6.24,-0.0,-0.0
2022-01-31,PLD,168.36,-1.52,-33.04,-28.71,-13.37,-0.0,-0.0
2022-01-31,NGG,72.32,6.5,-16.59,-8.78,4.51,-0.0,-0.0
2022-01-31,AMR,61.05,120.87,139.79,104.54,55.25,-0.0,-0.0
2022-02-01,SGML,10.41,49.18,171.09,41.98,7.3,-0.0,-0.0
2022-02-02,SGML,10.41,49.18,171.09,41.98,9.03,-0.0,-0.0
2022-02-02,BTE,3.09,43.04,45.95,59.55,43.04,-0.0,-0.0
2022-02-03,BTE,3.09,43.04,45.95,59.55,37.86,-0.0,-0.0
2022-02-04,No Stocks Captured,,,,,,,
2022-02-07,CRDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-08,CRDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-09,No Stocks Captured,,,,,,,
2022-02-10,BTE,3.09,43.04,45.95,59.55,55.66,28.16,-0.0
2022-02-10,RYAN,40.35,-1.51,2.87,-0.87,-2.83,-2.63,-0.0
2022-02-11,No Stocks Captured,,,,,,,
2022-02-14,ARCH,91.32,54.36,56.36,57.47,51.29,24.04,-0.0
2022-02-15,BTE,3.09,43.04,45.95,59.55,38.83,24.27,29.45
2022-02-16,BTE,4.0,10.5,12.75,23.25,6.5,-2.75,-1.0
2022-02-17,COKE,566.13,-9.28,-9.5,1.58,-12.92,-21.23,1.6
2022-02-17,BTE,3.96,11.62,13.89,24.49,10.86,-1.52,-3.54
2022-02-18,BTE,3.82,15.71,18.06,29.06,12.57,17.28,-0.0
2022-02-21,No Stocks Captured,,,,,,,
2022-02-22,No Stocks Captured,,,,,,,
2022-02-23,SGML,9.52,45.69,196.43,55.25,51.26,19.22,3.36
2022-02-24,ARCH,113.97,45.41,25.29,26.17,26.46,30.28,2.26
2022-02-25,ARCH,116.55,40.2,22.51,23.38,23.56,30.75,2.42
2022-02-28,ARCH,119.37,42.02,19.62,20.47,17.99,24.5,3.6
2022-03-01,No Stocks Captured,,,,,,,
2022-03-02,CEG,49.46,19.63,74.3,61.14,16.26,3.78,0.12
2022-03-03,CEG,49.52,26.15,74.09,64.78,13.59,3.63,2.99
2022-03-04,CEG,51.0,30.59,69.04,58.51,13.76,-3.29,1.27
2022-03-07,CEG,51.65,28.94,66.91,54.21,12.33,-1.36,1.3
2022-03-07,AMR,116.64,53.7,25.51,42.61,15.6,-2.82,8.37
2022-03-08,CEG,52.32,18.65,64.77,52.43,10.89,-1.97,-1.89
2022-03-08,AMR,126.4,27.96,15.81,30.55,6.68,-10.25,-3.77
2022-03-09,AMR,121.64,39.35,20.35,39.32,10.85,-9.36,12.35
2022-03-09,CEG,51.33,24.0,67.95,56.58,13.03,0.86,-0.02
2022-03-10,AMR,136.66,26.8,7.12,22.96,-1.33,-15.7,-2.88
2022-03-11,AMR,132.73,28.8,10.29,24.57,1.59,-9.11,-14.6
2022-03-14,No Stocks Captured,,,,,,,
2022-03-15,No Stocks Captured,,,,,,,
2022-03-16,No Stocks Captured,,,,,,,
2022-03-17,No Stocks Captured,,,,,,,
2022-03-18,No Stocks Captured,,,,,,,
2022-03-21,AMPH,35.45,-15.97,-20.96,-18.45,5.53,2.82,0.25
2022-03-21,ARCH,150.6,3.92,-5.19,-5.81,-6.4,-6.47,-2.52
2022-03-22,VIST,8.46,-6.62,85.11,17.97,8.63,5.79,8.63
2022-03-22,AMPH,35.54,-12.72,-21.16,-20.2,5.26,0.82,-0.17
2022-03-22,CRDO,13.31,-5.33,-0.0,-2.63,8.34,15.18,0.83
2022-03-22,GFS,73.88,-35.86,-27.06,-20.28,-17.79,1.02,-5.13
2022-03-22,ARCH,146.8,8.01,-2.73,-2.02,-3.98,-6.82,2.77
2022-03-23,BTE,4.6,31.52,-1.96,1.3,-3.91,-1.52,-1.3
2022-03-23,ARCH,150.87,7.28,-5.36,-6.87,-6.57,-9.72,-4.47
2022-03-23,CRDO,13.42,-5.37,-0.82,-4.55,7.45,14.01,7.97
2022-03-23,VIST,9.19,-11.97,70.4,8.71,-0.0,-1.96,-2.07
2022-03-23,AMR,132.18,17.04,10.75,12.97,2.01,-4.34,-1.01
2022-03-24,BTE,4.54,25.99,-0.66,2.42,-2.64,-3.96,3.96
2022-03-24,ARCH,144.13,7.41,-0.93,-6.87,-2.2,-4.68,-0.08
2022-03-24,VIST,9.0,-16.56,74.0,9.0,2.11,1.0,2.44
2022-03-24,CRDO,14.49,-18.56,-8.14,-11.94,-0.48,5.11,-0.14
2022-03-25,BTE,4.72,11.86,-4.45,2.97,-6.36,-6.36,-4.03
2022-03-25,ARCH,144.01,7.87,-0.85,-3.83,-2.12,-2.12,-2.19
2022-03-28,BTE,4.53,16.56,-0.44,9.27,-2.43,-2.43,-1.1
2022-03-29,ABBV,162.18,-11.54,-0.35,-14.58,0.31,0.31,0.97
2022-03-30,No Stocks Captured,,,,,,,
2022-03-31,ABBV,162.11,-7.81,-0.31,-12.09,0.35,0.35,0.35
2022-04-01,No Stocks Captured,,,,,,,
2022-04-04,No Stocks Captured,,,,,,,
2022-04-05,INDV,3.75,1.33,480.0,-12.0,-0.0,-0.0,-0.0
2022-04-06,AMPH,37.41,-8.71,-25.1,-25.23,-0.0,-0.0,-0.0
2022-04-06,INDV,3.75,1.33,480.0,-12.0,-0.0,-0.0,-0.0
2022-04-07,AMPH,37.41,-7.0,-25.1,-26.25,-0.0,-0.0,-0.0
2022-04-07,INDV,3.75,-1.33,480.0,-10.67,-0.0,-0.0,-0.0
2022-04-07,COST,575.57,-16.73,-20.69,-15.36,-0.0,-0.0,-0.0
2022-04-08,AMPH,37.41,-5.51,-25.1,-26.33,-0.0,-0.0,-0.0
2022-04-08,INDV,3.75,-1.33,480.0,-20.0,-0.0,-0.0,-0.0
2022-04-11,COST,575.57,-15.6,-20.69,-16.55,-0.0,-0.0,-0.0
2022-04-11,CALM,58.7,-14.57,-7.24,1.67,-0.0,-0.0,-0.0
2022-04-12,No Stocks Captured,,,,,,,
2022-04-13,No Stocks Captured,,,,,,,
2022-04-14,No Stocks Captured,,,,,,,
2022-04-15,No Stocks Captured,,,,,,,
2022-04-18,No Stocks Captured,,,,,,,
2022-04-19,ARCH,140.96,2.01,1.3,-15.86,16.24,-0.0,-0.0
2022-04-20,ARCH,140.96,2.01,1.3,-15.86,13.61,-0.0,-0.0
2022-04-21,ESAB,50.0,-12.36,-6.16,-33.28,-6.42,-0.0,-0.0
2022-04-22,ESAB,50.0,-12.36,-6.16,-33.28,-5.0,-0.0,-0.0
2022-04-25,INDV,3.75,-1.33,480.0,-20.0,7.73,-0.0,-0.0
2022-04-26,INDV,3.75,-1.33,480.0,-20.0,7.73,-0.0,-0.0
2022-04-27,No Stocks Captured,,,,,,,
2022-04-28,No Stocks Captured,,,,,,,
2022-04-29,No Stocks Captured,,,,,,,
2022-05-02,No Stocks Captured,,,,,,,
2022-05-03,No Stocks Captured,,,,,,,
2022-05-04,No Stocks Captured,,,,,,,
2022-05-05,No Stocks Captured,,,,,,,
2022-05-06,No Stocks Captured,,,,,,,
2022-05-09,No Stocks Captured,,,,,,,
2022-05-10,No Stocks Captured,,,,,,,
2022-05-11,No Stocks Captured,,,,,,,
2022-05-12,No Stocks Captured,,,,,,,
2022-05-13,No Stocks Captured,,,,,,,
2022-05-16,No Stocks Captured,,,,,,,
2022-05-17,No Stocks Captured,,,,,,,
2022-05-18,No Stocks Captured,,,,,,,
2022-05-19,No Stocks Captured,,,,,,,
2022-05-20,No Stocks Captured,,,,,,,
2022-05-23,No Stocks Captured,,,,,,,
2022-05-24,No Stocks Captured,,,,,,,
2022-05-25,No Stocks Captured,,,,,,,
2022-05-26,No Stocks Captured,,,,,,,
2022-05-27,No Stocks Captured,,,,,,,
2022-05-30,No Stocks Captured,,,,,,,
2022-05-31,No Stocks Captured,,,,,,,
2022-06-01,No Stocks Captured,,,,,,,
2022-06-02,No Stocks Captured,,,,,,,
2022-06-03,No Stocks Captured,,,,,,,
2022-06-06,No Stocks Captured,,,,,,,
2022-06-07,ED,98.48,-0.18,-3.22,-3.31,-1.26,-9.85,-1.46
2022-06-07,MCK,321.65,13.17,16.62,17.44,2.45,-4.7,-2.06
2022-06-08,No Stocks Captured,,,,,,,
2022-06-09,No Stocks Captured,,,,,,,
2022-06-10,No Stocks Captured,,,,,,,
2022-06-13,No Stocks Captured,,,,,,,
2022-06-14,No Stocks Captured,,,,,,,
2022-06-15,No Stocks Captured,,,,,,,
2022-06-16,No Stocks Captured,,,,,,,
2022-06-17,No Stocks Captured,,,,,,,
2022-06-20,No Stocks Captured,,,,,,,
2022-06-21,No Stocks Captured,,,,,,,
2022-06-22,No Stocks Captured,,,,,,,
2022-06-23,No Stocks Captured,,,,,,,
2022-06-24,No Stocks Captured,,,,,,,
2022-06-27,ED,93.56,5.25,1.87,5.12,3.93,3.93,0.6
2022-06-27,SGML,16.65,62.76,69.49,90.3,-11.23,-11.23,-1.74
2022-06-28,ED,94.12,3.45,1.26,4.66,3.31,3.31,0.64
2022-06-28,SGML,16.36,60.15,72.49,93.77,-9.66,-9.66,-4.77
2022-06-29,ED,94.72,1.6,0.62,3.93,2.66,2.66,0.4
2022-06-29,SGML,15.58,73.88,81.13,103.47,-5.13,-5.13,-1.16
2022-06-30,No Stocks Captured,,,,,,,
2022-07-01,No Stocks Captured,,,,,,,
2022-07-04,No Stocks Captured,,,,,,,
2022-07-05,No Stocks Captured,,,,,,,
2022-07-06,No Stocks Captured,,,,,,,
2022-07-07,No Stocks Captured,,,,,,,
2022-07-08,No Stocks Captured,,,,,,,
2022-07-11,No Stocks Captured,,,,,,,
2022-07-12,No Stocks Captured,,,,,,,
2022-07-13,No Stocks Captured,,,,,,,
2022-07-14,No Stocks Captured,,,,,,,
2022-07-15,No Stocks Captured,,,,,,,
2022-07-18,No Stocks Captured,,,,,,,
2022-07-19,No Stocks Captured,,,,,,,
2022-07-20,No Stocks Captured,,,,,,,
2022-07-21,CALM,50.15,10.85,-11.68,8.57,11.78,-0.0,-0.0
2022-07-22,No Stocks Captured,,,,,,,
2022-07-25,CALM,50.15,10.85,-9.99,8.57,10.43,-0.0,-0.0
2022-07-26,No Stocks Captured,,,,,,,
2022-07-27,No Stocks Captured,,,,,,,
2022-07-28,No Stocks Captured,,,,,,,
2022-07-29,BANF,98.47,-9.14,1.75,-10.45,11.71,-0.0,-0.0
2022-08-01,BANF,98.47,-9.14,1.45,-10.45,10.15,-0.0,-0.0
2022-08-02,BANF,98.47,-9.14,1.26,-10.45,10.05,-0.0,-0.0
2022-08-03,LNTH,63.5,10.76,28.85,-19.75,24.09,-0.0,-0.0
2022-08-03,BANF,98.47,-9.14,1.78,-10.45,9.54,-0.0,-0.0
2022-08-04,No Stocks Captured,,,,,,,
2022-08-05,No Stocks Captured,,,,,,,
2022-08-08,No Stocks Captured,,,,,,,
2022-08-09,No Stocks Captured,,,,,,,
2022-08-10,No Stocks Captured,,,,,,,
2022-08-11,No Stocks Captured,,,,,,,
2022-08-12,No Stocks Captured,,,,,,,
2022-08-15,No Stocks Captured,,,,,,,
2022-08-16,No Stocks Captured,,,,,,,
2022-08-17,No Stocks Captured,,,,,,,
2022-08-18,No Stocks Captured,,,,,,,
2022-08-19,No Stocks Captured,,,,,,,
2022-08-22,No Stocks Captured,,,,,,,
2022-08-23,No Stocks Captured,,,,,,,
2022-08-24,No Stocks Captured,,,,,,,
2022-08-25,No Stocks Captured,,,,,,,
2022-08-26,No Stocks Captured,,,,,,,
2022-08-29,No Stocks Captured,,,,,,,
2022-08-30,No Stocks Captured,,,,,,,
2022-08-31,No Stocks Captured,,,,,,,
2022-09-01,No Stocks Captured,,,,,,,
2022-09-02,No Stocks Captured,,,,,,,
2022-09-05,No Stocks Captured,,,,,,,
2022-09-06,No Stocks Captured,,,,,,,
2022-09-07,No Stocks Captured,,,,,,,
2022-09-08,No Stocks Captured,,,,,,,
2022-09-09,GBTG,7.53,-29.88,-26.69,-10.36,-24.83,-12.62,-3.85
2022-09-09,TFPM,12.46,8.67,4.49,10.43,1.52,0.24,1.36
2022-09-12,GBTG,7.24,-23.34,-23.9,-6.77,-21.82,-10.36,-1.66
2022-09-12,TFPM,12.63,1.74,3.48,8.95,0.16,-1.03,1.66
2022-09-13,No Stocks Captured,,,,,,,
2022-09-14,No Stocks Captured,,,,,,,
2022-09-15,No Stocks Captured,,,,,,,
2022-09-16,No Stocks Captured,,,,,,,
2022-09-19,No Stocks Captured,,,,,,,
2022-09-20,No Stocks Captured,,,,,,,
2022-09-21,No Stocks Captured,,,,,,,
2022-09-22,No Stocks Captured,,,,,,,
2022-09-23,No Stocks Captured,,,,,,,
2022-09-26,No Stocks Captured,,,,,,,
2022-09-27,No Stocks Captured,,,,,,,
2022-09-28,No Stocks Captured,,,,,,,
2022-09-29,No Stocks Captured,,,,,,,
2022-09-30,CEG,83.19,5.83,31.12,3.63,-0.0,-0.0,-0.0
2022-09-30,MCK,339.87,12.89,27.95,10.37,-0.0,-0.0,-0.0
2022-09-30,LNTH,70.33,-28.01,-1.21,-27.54,-0.0,-0.0,-0.0
2022-10-03,MCK,339.87,12.89,28.7,10.37,-0.0,-0.0,-0.0
2022-10-03,CEG,83.19,5.83,25.89,3.63,-0.0,-0.0,-0.0
2022-10-04,No Stocks Captured,,,,,,,
2022-10-05,No Stocks Captured,,,,,,,
2022-10-06,No Stocks Captured,,,,,,,
2022-10-07,No Stocks Captured,,,,,,,
2022-10-10,No Stocks Captured,,,,,,,
2022-10-11,STNG,42.04,27.9,25.36,27.9,-0.0,-0.0,-0.0
2022-10-12,STNG,42.04,27.9,26.83,27.9,-0.0,-0.0,-0.0
2022-10-13,STNG,42.04,27.9,29.0,27.9,-0.0,-0.0,-0.0
2022-10-14,No Stocks Captured,,,,,,,
2022-10-17,No Stocks Captured,,,,,,,
2022-10-18,No Stocks Captured,,,,,,,
2022-10-19,No Stocks Captured,,,,,,,
2022-10-20,No Stocks Captured,,,,,,,
2022-10-21,No Stocks Captured,,,,,,,
2022-10-24,SDRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-25,SDRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26,SDRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-27,SDRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-28,SDRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-31,No Stocks Captured,,,,,,,
2022-11-01,No Stocks Captured,,,,,,,
2022-11-02,No Stocks Captured,,,,,,,
2022-11-03,No Stocks Captured,,,,,,,
2022-11-04,No Stocks Captured,,,,,,,
2022-11-07,No Stocks Captured,,,,,,,
2022-11-08,No Stocks Captured,,,,,,,
2022-11-09,No Stocks Captured,,,,,,,
2022-11-10,No Stocks Captured,,,,,,,
2022-11-11,No Stocks Captured,,,,,,,
2022-11-14,No Stocks Captured,,,,,,,
2022-11-15,No Stocks Captured,,,,,,,
2022-11-16,SDRL,31.67,3.06,32.05,3.06,-6.47,-0.87,0.41
2022-11-17,SDRL,31.8,2.64,25.91,2.64,-9.06,-1.27,-1.76
2022-11-18,UHAL-B,58.0,-5.21,-8.36,-5.21,-8.52,3.45,4.36
2022-11-21,UHAL-B,60.53,-9.17,-12.62,-9.17,-13.1,-2.64,-3.14
2022-11-21,SDRL,31.0,5.29,37.9,5.29,-6.29,2.26,1.45
2022-11-21,ATAT,12.44,44.86,53.86,44.86,33.76,-0.32,-8.76
2022-11-22,SDRL,31.45,3.78,32.72,3.78,-6.61,1.24,-0.17
2022-11-22,UHAL-B,58.63,-6.23,-11.21,-6.23,-4.76,2.64,-2.68
2022-11-23,SDRL,31.4,3.97,33.21,3.97,-4.0,1.93,-0.0
2022-11-24,No Stocks Captured,,,,,,,
2022-11-25,SDRL,32.0,2.0,35.22,2.0,-2.63,-1.25,-0.94
2022-11-28,SDRL,31.7,2.97,34.29,2.97,-1.7,-4.57,0.44
2022-11-29,No Stocks Captured,,,,,,,
2022-11-30,No Stocks Captured,,,,,,,
2022-12-01,SDRL,31.81,2.61,39.52,2.61,2.17,-8.24,-0.66
2022-12-02,SDRL,31.6,3.29,40.25,3.29,3.29,-9.08,-4.27
2022-12-05,SDRL,30.25,7.9,42.02,7.9,7.9,-3.77,-1.49
2022-12-06,SDRL,29.8,9.53,38.86,9.53,9.53,-0.91,-2.01
2022-12-07,SDRL,29.2,11.78,37.57,11.78,11.78,1.44,-0.03
2022-12-08,SDRL,29.19,11.82,37.96,11.82,11.82,-0.92,-1.58
2022-12-09,BAM,32.0,-10.41,12.19,-10.41,-10.41,-15.28,1.25
2022-12-09,SDRL,28.73,13.61,43.13,13.61,13.61,0.87,1.32
2022-12-12,BAM,32.4,-11.51,11.05,-11.51,-11.51,-13.55,-5.06
2022-12-12,SDRL,29.11,12.13,39.4,12.13,12.13,-0.21,1.44
2022-12-13,BAM,30.76,-6.79,17.56,-6.79,-6.79,-4.55,-4.1
2022-12-13,SDRL,29.53,10.53,35.02,10.53,10.53,-0.54,0.3
2022-12-14,BAM,29.5,-2.81,27.15,-2.81,-2.81,-4.41,-3.46
2022-12-14,SDRL,29.62,10.2,39.37,10.2,10.2,1.76,-2.36
2022-12-15,BAM,28.48,0.67,36.76,0.67,0.67,-1.51,-4.81
2022-12-15,SDRL,28.92,12.86,52.87,12.86,12.86,3.18,0.21
2022-12-16,No Stocks Captured,,,,,,,
2022-12-19,No Stocks Captured,,,,,,,
2022-12-20,No Stocks Captured,,,,,,,
2022-12-21,No Stocks Captured,,,,,,,
2022-12-22,No Stocks Captured,,,,,,,
